Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Hyssopus officinalis,12869259-n,Q137931,a European mint with aromatic and pungent leaves used in perfumery and as a seasoning in cookery; often cultivated as a remedy for bruises; yields hyssop oil,species of plant,OK,TRUE,
Cyrilla racemiflora,12771527-n,Q140549,shrub or small tree of southeastern United States to West Indies and Brazil; grown for the slender racemes of white flowers and orange and crimson foliage,species of plant,OK,TRUE,
Rosa moschata,12643058-n,Q141182,rose native to Mediterranean region having curved or climbing branches and loose clusters of musky-scented flowers,species of plant,OK,TRUE,
Erythronium montanum,12472071-n,Q142248,perennial herb having large white flowers marked with orange; found near the snow line in the northwestern United States,species of plant,OK,TRUE,
Melursus ursinus,02137070-n,Q145016,common coarse-haired long-snouted bear of south-central Asia,species of bear common to the Indian subcontinent,OK,TRUE,
Typha angustifolia,12176634-n,Q146572,"reed maces of America, Europe, North Africa, Asia",species of plant,OK,TRUE,
Vicia cracca,12596317-n,Q147159,common perennial climber of temperate regions of Eurasia and North America having dense elongate clusters of flowers,species of plant,OK,TRUE,
Lysimachia nummularia,12116164-n,Q147305,a loosestrife vine,species of plant,OK,TRUE,
Thuja plicata,11664497-n,Q147417,large valuable arborvitae of northwestern United States,species of plant,OK,TRUE,
Aquilegia vulgaris,11748207-n,Q148929,common European columbine having variously colored (white or blue to purple or red) short-spurred flowers; naturalized in United States,species of plant,OK,TRUE,
Phytophthora infestans,13003808-n,Q149072,fungus causing late blight in solanaceous plants especially tomatoes and potatoes,microorganism that causes late blight,OK,TRUE,
Helleborus viridis,11755167-n,Q149328,deciduous plant with large deep green pedate leaves and nodding saucer-shaped green flowers,species of plant,OK,TRUE,
Bignonia capreolata,12834763-n,Q149466,woody flowering vine of southern United States; stems show a cross in transverse section,species of plant,OK,TRUE,
Fragaria chiloensis,12651524-n,Q149467,wild strawberry of western United States and South America; source of many varieties of cultivated strawberries,species of plant,OK,TRUE,
Euphorbia exigua,12942075-n,Q149723,European erect or depressed annual weedy spurge adventive in northeastern United States,species of plant,OK,TRUE,
Sequoia sempervirens,11661485-n,Q150129,"lofty evergreen of United States coastal foothills from Oregon to Big Sur; it flourishes in wet, rainy, foggy habitats",species of plant in the monotypic genus Sequoia in the cypress family (Cupressaceae),OK,TRUE,
Pediocactus knowltonii,11871387-n,Q150706,small clustering cactus of southwestern United States; a threatened species,species of plant,OK,TRUE,
Aristotelia serrata,12214182-n,Q151178,graceful deciduous shrub or small tree having attractive foliage and small red berries that turn black at maturity and are used for making wine,species of plant,OK,TRUE,
Betula pendula,12303044-n,Q156895,European birch with silvery white peeling bark and markedly drooping branches,species of plant,OK,TRUE,
Leptinotarsa decemlineata,02172626-n,Q156954,black-and-yellow beetle that feeds in adult and larval stages on potato leaves; originally of eastern Rocky Mountains; now worldwide,species of insect,OK,TRUE,
Fritillaria meleagris,12473691-n,Q157339,Eurasian checkered lily with pendant flowers usually veined and checkered with purple or maroon on a pale ground and shaped like the bells carried by lepers in medieval times; widely grown as an ornamental,species of plant,OK,TRUE,
Anemone sylvestris,11746738-n,Q157358,Eurasian herb with solitary nodding fragrant white flowers,species of plant,OK,TRUE,
Phalaris arundinacea,12150255-n,Q157419,perennial grass of marshy meadows and ditches having broad leaves; Europe and North America,species of plant,OK,TRUE,
Stachys sylvatica,12889640-n,Q157422,foul-smelling perennial Eurasiatic herb with a green creeping rhizome,species of plant,OK,TRUE,
Gymnadenia conopsea,12084890-n,Q157442,European orchid having dense spikes of fragrant pink or lilac or red flowers with conspicuous spurs,species of plant,OK,TRUE,
Salix triandra,12748720-n,Q157532,Old World willow with light green leaves cultivated for use in basketry,species of plant,OK,TRUE,
Carex arenaria,12172548-n,Q157574,European maritime sedge naturalized along Atlantic coast of United States; rootstock has properties of sarsaparilla,species of plant,OK,TRUE,
Corallorhiza trifida,12074664-n,Q157971,plant having clumps of nearly leafless pale yellowish to greenish stems bearing similarly colored flowers with white lower lips; northern New Mexico north through South Dakota and Washington to Alaska,species of plant,OK,TRUE,
Artemisia abrotanum,11949760-n,Q157976,shrubby European wormwood naturalized in North America; sometimes used in brewing beer,species of plant,OK,TRUE,
Chaenomeles japonica,12645329-n,Q158037,deciduous thorny shrub native to Japan having red blossoms,species of plant,OK,TRUE,
Aconitum lycoctonum,11743921-n,Q158040,poisonous Eurasian perennial herb with broad rounded leaves and yellow flowers and fibrous rootstock,species of plant,OK,TRUE,
Astragalus glycyphyllos,12529002-n,Q158127,European perennial,species of plant,OK,TRUE,
Lemna trisulca,11815685-n,Q158194,cosmopolitan in temperate regions except North America,species of plant,OK,TRUE,
Lathyrus latifolius,12560506-n,Q158325,perennial climber of central and southern Europe having purple or pink or white flowers; naturalized in North America,species of plant,OK,TRUE,
Rubus spectabilis,12677670-n,Q158361,large erect red-flowered raspberry of western North America having large pinkish-orange berries,species of plant,OK,TRUE,
Sambucus ebulus,12699784-n,Q158515,dwarf herbaceous elder of Europe having pink flowers and a nauseous odor,"species of plant, danewort",OK,TRUE,
Lonicera tatarica,12697701-n,Q158546,a honeysuckle shrub of southern Russia to central Asia,species of plant,OK,TRUE,
Berberis vulgaris,11718511-n,Q158563,upright deciduous European shrub widely naturalized in United States having clusters of juicy berries,species of plant,OK,TRUE,
Oxalis acetosella,12723950-n,Q158576,Eurasian plant with heart-shaped trifoliate leaves and white purple-veined flowers,species of plant,OK,TRUE,
Chenopodium album,11849046-n,Q158610,common weedy European plant introduced into North America; often used as a potherb,species of plant,OK,TRUE,
Adansonia digitata,12210504-n,Q158742,African tree having an exceedingly thick trunk and fruit that resembles a gourd and has an edible pulp called monkey bread,species of plant,OK,TRUE,
Lamium amplexicaule,12870176-n,Q159008,Eurasian plant having toothed leaves and small two-lipped white or purplish-red flowers,species of plant,OK,TRUE,
Verbascum phoeniceum,12910339-n,Q159104,Eurasian mullein with showy purple or pink flowers,species of plant,OK,TRUE,
Vallisneria spiralis,12635993-n,Q159160,submerged aquatic plant with ribbonlike leaves; Old World and Australia,species of plant,OK,TRUE,
Campanula carpatica,12059786-n,Q159198,European perennial bellflower that grows in clumps with spreading stems and blue or white flowers,species of plant,OK,TRUE,
Catalpa speciosa,12835720-n,Q159204,catalpa tree of central United States,species of plant,OK,TRUE,
Lathyrus nissolia,12561152-n,Q159362,annual European vetch with red flowers,species of plant,OK,TRUE,
Rana clamitans,01644380-n,Q159363,similar to bullfrog; found in or near marshes and ponds; of United States and Canada,species of amphibian,OK,TRUE,
Monodon monoceros,02075145-n,Q159426,small Arctic whale the male having a long spiral ivory tusk,medium-sized toothed whale that lives year-round in the Arctic,OK,TRUE,
Scabiosa atropurpurea,12704332-n,Q159446,Old World annual having fragrant purple to deep crimson flower heads; naturalized in United States,species of plant,OK,TRUE,
Aristolochia macrophylla,11822134-n,Q159506,hardy deciduous vine having large leaves and flowers with the calyx tube curved like the bowl of a pipe,species of plant,OK,TRUE,
Erythronium americanum,12471345-n,Q159580,eastern North American dogtooth having solitary yellow flowers marked with brown or purple and spotted interiors,species of plant,OK,TRUE,
Cotoneaster horizontalis,12646584-n,Q159650,deciduous flat-growing shrub with a fanned herringbone pattern and having reddish flowers and orange-red berries; used as a ground cover,species of plant,OK,TRUE,
Ipomoea tricolor,12847828-n,Q159698,annual or perennial climbing herb of Central America having sky-blue flowers; most commonly cultivated morning glory,species of plant,OK,TRUE,
Ajuga pyramidalis,12862114-n,Q159714,European evergreen carpeting perennial,species of plant,OK,TRUE,
Vicia villosa,12597343-n,Q159752,European vetch much cultivated as forage and cover crops,species of plant,OK,TRUE,
Verbascum thapsus,12910473-n,Q160095,tall-stalked very woolly mullein with densely packed yellow flowers; ancient Greeks and Romans dipped the stalks in tallow for funeral torches,species of the plant genus Verbascum,OK,TRUE,
Geranium robertianum,12707437-n,Q160096,a sticky low herb with small reddish-purple flowers; widespread in the Northern Hemisphere,species of plant,OK,TRUE,
Morus nigra,12420039-n,Q161040,European mulberry having dark foliage and fruit,species of plant,OK,TRUE,
Lonicera japonica,12696637-n,Q161083,an Asiatic trailing evergreen honeysuckle with half-evergreen leaves and fragrant white flowers turning yellow with age; has become a weed in some areas,species of plant,OK,TRUE,
Galium odoratum,12686032-n,Q161090,Old World fragrant stoloniferous perennial having small white flowers and narrow leaves used as flavoring and in sachets; widely cultivated as a ground cover; in some classifications placed in genus Asperula,species of plant,OK,TRUE,
Mentha aquatica,12876254-n,Q161232,a European mint that thrives in wet places; has a perfume like that of the bergamot orange; naturalized in eastern North America,species of plant,OK,TRUE,
Trifolium incarnatum,11773612-n,Q161361,southern European annual with spiky heads of crimson flower; extensively cultivated in United States for forage,species of plant,OK,TRUE,
Fraxinus ornus,12325810-n,Q161421,southern Mediterranean ash having fragrant white flowers in dense panicles and yielding manna,species of plant,OK,TRUE,
Ophrys sphegodes,12095800-n,Q161476,spring-blooming spider orchid having a flower with yellow or green or pink sepals and a broad brown velvety lip,species of plant,OK,TRUE,
Hordeum murinum,12144258-n,Q161674,European annual grass often found as a weed in waste ground especially along roadsides and hedgerows,species of plant,OK,TRUE,
Iris germanica,12434385-n,Q161734,"a large iris with purple or white flowers, native to central and southern Europe",hybrid of plant,OK,TRUE,
Teucrium scorodonia,12890985-n,Q161748,European germander with one-sided racemes of yellow flowers; naturalized in North America,species of plant,OK,TRUE,
Bromus secalinus,12131755-n,Q161800,weedy annual native to Europe but widely distributed as a weed especially in wheat,species of plant,OK,TRUE,
Celosia argentea,11845680-n,Q161816,weedy annual with spikes of silver-white flowers,species of plant,OK,TRUE,
Lolium temulentum,12145700-n,Q162088,weedy annual grass often occurs in grainfields and other cultivated land; seeds sometimes considered poisonous,species of plant,OK,TRUE,
Lathyrus sativus,12561908-n,Q162093,European annual grown for forage; seeds used for food in India and for stock elsewhere,species of plant,OK,TRUE,
Caragana arborescens,12532600-n,Q162124,large spiny shrub of eastern Asia having clusters of yellow flowers; often cultivated in shelterbelts and hedges,species of plant,OK,TRUE,
Amaranthus caudatus,11844041-n,Q162791,young leaves widely used as leaf vegetables; seeds used as cereal,species of plant,OK,TRUE,
Muscari neglectum,12481462-n,Q163062,prolific species having particularly beautiful dark blue flowers,species of plant,OK,TRUE,
Astragalus danicus,12529267-n,Q163342,perennial of southern and western Europe having dense racemes of purple or violet flowers,species of plant,OK,TRUE,
Canna indica,12371608-n,Q163559,canna grown especially for its edible rootstock from which arrowroot starch is obtained,species of plant,OK,TRUE,
Fortunella japonica,12734118-n,Q163658,shrub bearing round-fruited kumquats,species of plant,OK,TRUE,
Clinopodium vulgare,12864730-n,Q163952,"aromatic herb having heads of small pink or whitish flowers; widely distributed in United States, Europe and Asia",species of plant,OK,TRUE,
Subularia aquatica,11918740-n,Q164046,small aquatic plant having tufted awl-shaped leaves in a basal rosette and minute white flowers; circumboreal,species of aquatic plant,OK,TRUE,
